user_id,dependents,income_annum,loan_amount,loan_term,cibil_score,self_employed,education,loan_status
500,1,8400000,24700000,18,698,1.0,0.0,1.0
501,2,200000,700000,8,851,0.0,1.0,1.0
502,2,4700000,12500000,14,375,0.0,1.0,0.0
503,0,4300000,14300000,14,601,1.0,1.0,1.0
504,4,2200000,7000000,20,756,0.0,0.0,1.0
505,4,8600000,19200000,4,868,1.0,1.0,1.0
506,4,2000000,7200000,10,838,1.0,1.0,1.0
507,4,4200000,15900000,14,375,1.0,0.0,0.0
508,0,5100000,12500000,18,778,1.0,0.0,1.0
509,2,4100000,11200000,6,442,1.0,1.0,0.0
510,1,9900000,39500000,12,808,1.0,1.0,1.0
511,1,3200000,9000000,20,372,1.0,0.0,0.0
512,2,5500000,19000000,4,597,0.0,1.0,1.0
513,0,7800000,29100000,20,435,1.0,1.0,0.0
514,3,3400000,9700000,20,728,1.0,1.0,1.0
515,4,7900000,25900000,14,373,1.0,1.0,0.0
516,3,8900000,18500000,10,367,1.0,1.0,0.0
517,2,7300000,19100000,14,552,0.0,1.0,1.0
518,4,3300000,10600000,8,465,1.0,0.0,0.0
519,4,2900000,10500000,8,607,1.0,1.0,1.0
520,2,500000,1300000,4,427,1.0,1.0,0.0
521,3,7200000,21200000,4,711,0.0,0.0,1.0
522,3,8300000,24100000,14,823,0.0,0.0,1.0
523,1,8700000,20500000,6,523,1.0,0.0,0.0
524,4,7100000,27900000,10,328,1.0,0.0,0.0
525,3,9800000,28200000,12,721,1.0,1.0,1.0
526,0,6900000,17000000,20,599,1.0,1.0,1.0
527,0,2400000,5000000,14,580,0.0,0.0,1.0
528,1,2100000,4900000,10,744,1.0,0.0,1.0
529,2,7200000,23900000,4,559,1.0,1.0,1.0
530,2,4600000,13500000,16,587,0.0,1.0,1.0
531,5,9900000,31800000,18,817,1.0,1.0,1.0
532,4,300000,1000000,20,655,1.0,0.0,1.0
533,5,6900000,23900000,6,382,1.0,1.0,0.0
534,2,1700000,4300000,6,765,1.0,1.0,1.0
535,2,4400000,10000000,20,516,1.0,1.0,0.0
536,4,4300000,15000000,8,383,1.0,0.0,0.0
537,2,3700000,14100000,6,633,0.0,0.0,1.0
538,1,5900000,15200000,2,547,0.0,1.0,0.0
539,5,8600000,26300000,10,843,1.0,0.0,1.0
540,3,3400000,13200000,8,783,1.0,0.0,1.0
541,3,1000000,3200000,14,790,1.0,0.0,1.0
542,1,4400000,14200000,16,409,1.0,0.0,0.0
543,0,3600000,7800000,14,376,0.0,0.0,0.0
544,3,1400000,2700000,8,625,0.0,0.0,1.0
545,0,5300000,10900000,18,707,0.0,0.0,1.0
546,3,9400000,20500000,6,645,1.0,1.0,1.0
547,4,6600000,22100000,6,887,1.0,0.0,1.0
548,5,9800000,37600000,18,319,0.0,1.0,0.0
549,1,1900000,4900000,20,647,0.0,0.0,1.0
550,2,5800000,22500000,6,888,1.0,0.0,1.0
551,2,3100000,10400000,10,420,0.0,0.0,0.0
552,0,6800000,18400000,2,791,0.0,1.0,1.0
553,5,4600000,16200000,12,891,0.0,0.0,1.0
554,2,200000,700000,16,641,1.0,0.0,1.0
555,3,9500000,22800000,6,319,1.0,0.0,0.0
556,5,6200000,22200000,20,819,1.0,0.0,1.0
557,4,9700000,32300000,18,387,1.0,0.0,0.0
558,5,4200000,12300000,2,686,1.0,1.0,1.0
559,1,5700000,12000000,4,415,1.0,1.0,0.0
560,2,200000,500000,6,885,1.0,1.0,0.0
561,4,8000000,25500000,4,722,0.0,1.0,1.0
562,4,5200000,20400000,20,761,0.0,1.0,1.0
563,1,7100000,15200000,8,389,1.0,1.0,0.0
564,1,9300000,27900000,12,600,1.0,1.0,1.0
565,5,2000000,6100000,2,407,0.0,1.0,1.0
566,3,3900000,14000000,18,829,1.0,1.0,1.0
567,2,2800000,5900000,6,895,0.0,0.0,1.0
568,5,3000000,11100000,12,441,1.0,1.0,0.0
569,4,4500000,9800000,16,895,0.0,0.0,1.0
570,4,1900000,4300000,4,826,0.0,1.0,1.0
571,1,2300000,7200000,8,453,0.0,1.0,0.0
572,0,4700000,17500000,2,701,0.0,1.0,1.0
573,2,1300000,2700000,8,627,1.0,0.0,1.0
574,3,3100000,11000000,2,543,0.0,1.0,1.0
575,0,8400000,17500000,18,411,0.0,1.0,0.0
576,5,1700000,5800000,4,583,1.0,1.0,1.0
577,2,1900000,7500000,2,889,0.0,0.0,1.0
578,3,2400000,8600000,8,684,0.0,0.0,1.0
579,5,6800000,20500000,10,578,0.0,1.0,1.0
580,1,2900000,10900000,20,445,0.0,1.0,0.0
581,4,8900000,26300000,10,369,1.0,1.0,0.0
582,1,8800000,22200000,18,794,0.0,0.0,1.0
583,0,8200000,19200000,16,492,1.0,1.0,0.0
584,3,3600000,13200000,16,557,1.0,0.0,1.0
585,4,9500000,31800000,6,519,1.0,1.0,0.0
586,0,1900000,5700000,18,699,1.0,0.0,1.0
587,3,9100000,24600000,2,741,1.0,0.0,1.0
588,5,1100000,3800000,18,508,0.0,1.0,0.0
589,5,1100000,2800000,10,647,1.0,0.0,1.0
590,1,9300000,28600000,14,656,0.0,1.0,1.0
591,4,3900000,10600000,2,439,1.0,1.0,0.0
592,5,1500000,4000000,12,350,1.0,0.0,0.0
593,5,800000,2200000,6,493,0.0,1.0,0.0
594,4,600000,1800000,6,851,0.0,1.0,1.0
595,2,4400000,12500000,18,492,0.0,1.0,0.0
596,4,2700000,5400000,6,861,1.0,1.0,1.0
597,3,6200000,14600000,2,664,1.0,0.0,1.0
598,5,700000,1300000,16,362,1.0,1.0,0.0
599,0,3400000,9400000,6,703,0.0,1.0,1.0
600,1,4900000,16800000,12,758,1.0,0.0,1.0
601,3,4200000,9700000,2,396,1.0,0.0,0.0
602,0,5300000,10600000,2,828,1.0,1.0,1.0
603,5,3700000,10000000,20,709,1.0,1.0,1.0
604,4,5600000,17500000,10,528,1.0,0.0,0.0
605,2,4300000,16000000,14,623,1.0,1.0,1.0
606,4,7100000,24500000,14,599,1.0,0.0,1.0
607,4,5400000,12700000,4,622,1.0,1.0,1.0
608,0,6000000,13100000,6,385,0.0,0.0,0.0
609,4,4100000,12500000,2,579,1.0,1.0,1.0
610,4,8300000,17900000,20,846,0.0,0.0,1.0
611,3,8100000,23900000,10,449,0.0,1.0,0.0
612,1,7200000,24900000,14,666,0.0,0.0,1.0
613,5,7200000,17500000,4,380,0.0,1.0,0.0
614,2,3500000,8100000,4,589,1.0,1.0,1.0
615,1,6200000,19500000,12,845,0.0,1.0,1.0
616,3,5200000,17300000,10,401,0.0,0.0,0.0
617,0,4500000,14500000,2,766,0.0,0.0,1.0
618,5,5400000,15100000,12,522,0.0,0.0,0.0
619,3,2000000,6900000,6,834,1.0,0.0,1.0
620,3,8900000,25400000,8,588,0.0,1.0,1.0
621,2,5000000,10600000,4,570,0.0,1.0,1.0
622,2,4900000,17600000,6,860,0.0,1.0,1.0
623,4,5300000,19200000,4,655,1.0,1.0,1.0
624,3,8500000,27700000,4,457,1.0,0.0,1.0
625,5,700000,2100000,14,863,1.0,1.0,1.0
626,3,5900000,18900000,4,742,1.0,0.0,1.0
627,3,3500000,13300000,4,798,0.0,1.0,1.0
628,5,7700000,18900000,16,552,1.0,0.0,1.0
629,2,4500000,12500000,12,418,1.0,0.0,0.0
630,0,9100000,22200000,6,419,0.0,1.0,0.0
631,1,9000000,29900000,2,668,1.0,0.0,1.0
632,2,8900000,29200000,8,608,0.0,0.0,1.0
633,5,6500000,13800000,10,342,0.0,0.0,0.0
634,4,8100000,18000000,8,817,1.0,0.0,1.0
635,1,8400000,29900000,16,476,0.0,0.0,0.0
636,0,5300000,20000000,6,881,0.0,0.0,1.0
637,2,4100000,15600000,12,838,0.0,1.0,1.0
638,3,6900000,27400000,4,406,0.0,0.0,1.0
639,1,5200000,19500000,12,778,1.0,1.0,1.0
640,5,2000000,7400000,14,799,1.0,0.0,1.0
641,3,4600000,17800000,20,716,0.0,1.0,1.0
642,0,7100000,20100000,16,756,1.0,1.0,1.0
643,0,9300000,20100000,10,743,0.0,0.0,1.0
644,3,5400000,19400000,20,731,0.0,0.0,1.0
645,3,4100000,8500000,2,833,0.0,0.0,1.0
646,4,4900000,11400000,8,470,0.0,0.0,0.0
647,5,5400000,21200000,20,734,1.0,1.0,1.0
648,0,3000000,9600000,12,620,0.0,1.0,1.0
649,0,6800000,14400000,8,812,1.0,0.0,1.0
650,4,5100000,14000000,12,459,1.0,1.0,0.0
651,0,9800000,32600000,10,704,1.0,1.0,1.0
652,1,1600000,4100000,6,391,1.0,1.0,0.0
653,4,8000000,29100000,4,421,0.0,1.0,1.0
654,5,2900000,6700000,14,796,0.0,1.0,1.0
655,4,9200000,30300000,10,607,0.0,1.0,1.0
656,3,9500000,20400000,14,376,0.0,0.0,0.0
657,0,3700000,8500000,8,424,1.0,1.0,0.0
658,5,7100000,20800000,6,442,1.0,1.0,0.0
659,5,5600000,17600000,14,448,0.0,0.0,0.0
660,0,1200000,2700000,2,638,1.0,1.0,1.0
661,3,1600000,5600000,6,710,0.0,0.0,1.0
662,4,1600000,4800000,20,641,1.0,0.0,1.0
663,2,5300000,20200000,10,348,0.0,0.0,0.0
664,5,9100000,19900000,20,519,0.0,0.0,0.0
665,4,9400000,35000000,10,517,1.0,0.0,0.0
666,3,5900000,22400000,6,375,0.0,0.0,0.0
667,2,1100000,3400000,10,426,1.0,1.0,0.0
668,4,3100000,11500000,14,785,1.0,1.0,1.0
669,4,2200000,8600000,20,373,0.0,0.0,0.0
670,1,6000000,20100000,6,476,0.0,1.0,0.0
671,1,2000000,5600000,18,320,1.0,1.0,0.0
672,4,7200000,22900000,18,657,0.0,1.0,1.0
673,1,500000,1900000,12,868,1.0,0.0,1.0
674,1,5800000,13900000,6,345,1.0,0.0,0.0
675,0,200000,300000,6,472,0.0,0.0,0.0
676,4,4600000,9500000,20,613,1.0,0.0,1.0
677,5,4600000,12800000,14,769,1.0,0.0,1.0
678,1,6500000,23100000,20,741,0.0,1.0,1.0
679,4,4400000,16600000,14,889,1.0,0.0,1.0
680,0,900000,3600000,10,683,1.0,0.0,1.0
681,0,3200000,7400000,18,780,1.0,0.0,1.0
682,3,600000,1100000,8,538,0.0,1.0,0.0
683,1,5200000,12600000,10,721,0.0,0.0,1.0
684,3,6400000,15200000,14,467,1.0,0.0,0.0
685,2,1000000,2500000,6,551,0.0,0.0,1.0
686,2,6800000,14800000,14,803,0.0,0.0,1.0
687,0,3000000,8400000,10,361,0.0,1.0,0.0
688,1,8700000,30700000,6,708,1.0,0.0,1.0
689,4,8800000,20900000,18,766,1.0,1.0,1.0
690,1,3900000,11500000,2,464,1.0,0.0,0.0
691,5,1700000,4300000,2,517,0.0,1.0,0.0
692,3,900000,2300000,6,747,1.0,0.0,1.0
693,1,7200000,24700000,6,596,0.0,0.0,1.0
694,0,9200000,25400000,2,783,0.0,1.0,1.0
695,3,5700000,19400000,2,335,0.0,0.0,1.0
696,5,1100000,2700000,4,889,1.0,0.0,1.0
697,2,1100000,2200000,4,874,1.0,0.0,1.0
698,0,6000000,23900000,4,394,1.0,1.0,1.0
699,2,8100000,28500000,20,420,1.0,1.0,0.0
700,2,6500000,25100000,20,848,1.0,0.0,1.0
701,0,7600000,17900000,16,788,1.0,1.0,1.0
702,1,2200000,4900000,8,509,0.0,1.0,0.0
703,4,6300000,23900000,6,899,1.0,1.0,1.0
704,4,6700000,15800000,12,466,1.0,0.0,0.0
705,5,1300000,4300000,2,595,1.0,1.0,1.0
706,1,2800000,6700000,12,322,0.0,0.0,0.0
707,3,7000000,18900000,2,691,0.0,1.0,1.0
708,3,8800000,26700000,10,379,1.0,0.0,0.0
709,0,8900000,25800000,18,531,0.0,1.0,0.0
710,5,7000000,21800000,4,631,0.0,0.0,1.0
711,0,6900000,18600000,10,330,1.0,1.0,0.0
712,5,9200000,29200000,16,383,0.0,1.0,0.0
713,0,6100000,19700000,16,678,1.0,1.0,1.0
714,1,4400000,14700000,8,894,1.0,1.0,1.0
715,4,9900000,22700000,12,567,0.0,0.0,1.0
716,5,3900000,14000000,4,708,0.0,0.0,1.0
717,3,6800000,21200000,2,433,0.0,1.0,1.0
718,4,3600000,8700000,14,302,0.0,0.0,0.0
719,4,700000,2600000,14,736,0.0,1.0,1.0
720,2,4000000,8500000,6,323,1.0,0.0,0.0
721,4,1800000,4100000,12,670,0.0,1.0,1.0
722,3,5600000,21000000,12,609,0.0,0.0,1.0
723,4,6800000,24200000,18,349,0.0,0.0,0.0
724,5,600000,1500000,2,319,1.0,0.0,0.0
725,1,4200000,16200000,14,391,0.0,0.0,0.0
726,4,5000000,18700000,10,755,0.0,0.0,1.0
727,1,4100000,12200000,6,354,0.0,0.0,0.0
728,3,2200000,8800000,2,877,1.0,0.0,1.0
729,1,3400000,8600000,16,312,0.0,0.0,0.0
730,0,7100000,15900000,14,746,0.0,1.0,1.0
731,3,5800000,19600000,16,313,0.0,1.0,0.0
732,2,3400000,12900000,14,857,0.0,1.0,1.0
733,2,7700000,18300000,20,504,0.0,0.0,0.0
734,0,500000,1200000,14,556,0.0,1.0,1.0
735,2,5300000,11000000,14,393,1.0,1.0,0.0
736,0,4700000,14400000,14,881,0.0,1.0,1.0
737,2,4300000,12200000,14,719,1.0,1.0,1.0
738,2,900000,2500000,16,458,1.0,1.0,0.0
739,4,2000000,7500000,14,857,0.0,1.0,1.0
740,2,2000000,7600000,16,429,1.0,1.0,0.0
741,3,4100000,15900000,12,538,0.0,0.0,0.0
742,1,6900000,14400000,10,828,0.0,0.0,1.0
743,5,2300000,6100000,6,339,1.0,1.0,0.0
744,5,5800000,16600000,18,376,1.0,1.0,0.0
745,5,8000000,30000000,14,549,0.0,0.0,0.0
746,3,3700000,12700000,18,587,1.0,0.0,1.0
747,0,2600000,8400000,18,861,0.0,0.0,1.0
748,0,3000000,7000000,12,409,0.0,0.0,0.0
749,4,2700000,10200000,4,528,0.0,1.0,1.0
750,4,5700000,19600000,8,691,0.0,0.0,1.0
751,2,1500000,3600000,4,584,0.0,1.0,1.0
752,5,6800000,20000000,4,459,0.0,0.0,0.0
753,1,8100000,31700000,10,755,1.0,1.0,1.0
754,3,9200000,27700000,20,688,1.0,0.0,1.0
755,1,7600000,26000000,6,384,1.0,0.0,0.0
756,4,600000,1600000,20,869,0.0,1.0,1.0
757,1,4700000,18700000,20,445,1.0,0.0,0.0
758,0,1400000,5500000,6,393,0.0,1.0,0.0
759,3,9400000,24600000,10,414,1.0,1.0,0.0
760,2,9700000,19900000,16,395,0.0,1.0,0.0
761,3,8900000,21000000,14,815,1.0,0.0,1.0
762,5,4600000,10500000,8,758,0.0,1.0,1.0
763,5,5600000,14500000,10,457,1.0,0.0,0.0
764,0,1000000,3200000,10,854,1.0,1.0,1.0
765,3,3500000,10300000,16,324,0.0,1.0,0.0
766,0,7900000,31500000,14,849,0.0,0.0,1.0
767,3,6100000,24200000,12,672,1.0,1.0,1.0
768,3,8900000,20900000,6,859,1.0,0.0,1.0
769,4,5300000,15400000,8,584,0.0,1.0,1.0
770,5,1300000,4800000,4,346,0.0,0.0,1.0
771,3,4000000,12800000,18,635,0.0,1.0,1.0
772,2,8700000,22700000,4,365,0.0,0.0,0.0
773,1,9500000,20000000,16,856,0.0,0.0,1.0
774,5,9000000,20000000,2,440,1.0,1.0,0.0
775,0,7300000,23300000,2,616,1.0,1.0,1.0
776,3,7400000,25700000,2,461,1.0,1.0,1.0
777,5,3100000,10800000,10,681,0.0,0.0,1.0
778,2,4300000,9400000,2,485,0.0,1.0,0.0
779,1,2400000,8300000,6,684,1.0,1.0,1.0
780,1,5400000,17900000,14,727,0.0,1.0,1.0
781,2,1600000,5100000,6,784,0.0,0.0,1.0
782,3,9900000,20400000,4,865,1.0,0.0,1.0
783,3,5800000,20100000,18,791,0.0,0.0,1.0
784,4,2200000,8500000,16,866,0.0,0.0,1.0
785,0,5000000,14400000,2,761,0.0,1.0,1.0
786,2,600000,2100000,18,572,1.0,0.0,1.0
787,4,2200000,8600000,6,601,0.0,1.0,1.0
788,1,2600000,5500000,14,820,1.0,1.0,1.0
789,4,1200000,4300000,8,598,0.0,0.0,1.0
790,2,3100000,8700000,18,544,0.0,1.0,0.0
791,5,4600000,14500000,14,561,1.0,0.0,1.0
792,4,9300000,35500000,6,547,1.0,1.0,0.0
793,4,6300000,13400000,2,504,0.0,1.0,0.0
794,2,5900000,20800000,14,530,0.0,0.0,0.0
795,2,2900000,10600000,6,614,1.0,1.0,1.0
796,4,6100000,22400000,18,351,0.0,0.0,0.0
797,4,5900000,19700000,10,431,1.0,1.0,0.0
798,1,4600000,18400000,10,403,1.0,0.0,0.0
799,2,7000000,20200000,8,668,0.0,0.0,1.0
800,3,5100000,10400000,18,399,1.0,0.0,0.0
801,1,3100000,10600000,14,665,0.0,1.0,1.0
802,2,4100000,12800000,16,344,0.0,1.0,0.0
803,0,1800000,5400000,16,555,0.0,1.0,1.0
804,4,8200000,26900000,20,301,1.0,0.0,0.0
805,2,800000,2100000,6,726,1.0,0.0,1.0
806,2,8400000,23100000,6,689,0.0,1.0,1.0
807,0,8500000,33900000,4,665,0.0,0.0,1.0
808,3,3300000,12700000,16,608,1.0,0.0,1.0
809,3,5800000,12800000,20,335,0.0,0.0,0.0
810,3,4400000,10500000,18,677,0.0,0.0,1.0
811,1,2600000,8500000,2,491,0.0,0.0,1.0
812,2,9600000,28100000,20,763,1.0,0.0,1.0
813,5,5200000,18100000,8,809,1.0,0.0,1.0
814,5,9700000,36400000,16,544,1.0,0.0,0.0
815,1,200000,800000,14,624,1.0,1.0,1.0
816,3,6500000,16800000,10,388,0.0,1.0,0.0
817,4,7200000,23100000,14,644,1.0,1.0,1.0
818,0,5200000,18400000,14,600,0.0,0.0,1.0
819,2,6500000,14100000,2,709,0.0,0.0,1.0
820,5,2300000,5600000,8,642,1.0,1.0,1.0
821,0,3300000,10400000,4,423,1.0,0.0,1.0
822,0,2000000,5900000,12,900,1.0,0.0,1.0
823,2,8300000,19500000,4,415,1.0,1.0,0.0
824,4,3800000,14300000,4,645,1.0,1.0,1.0
825,0,5700000,15600000,16,742,0.0,0.0,1.0
826,4,7300000,19800000,8,724,0.0,0.0,1.0
827,1,1600000,5400000,12,707,0.0,1.0,1.0
828,5,800000,2500000,4,780,1.0,0.0,1.0
829,4,6300000,21900000,10,538,0.0,0.0,0.0
830,2,8800000,17700000,14,706,0.0,1.0,1.0
831,0,7300000,14500000,16,811,0.0,1.0,1.0
832,2,3800000,9100000,14,849,1.0,1.0,1.0
833,3,6200000,16700000,10,880,0.0,1.0,1.0
834,5,3500000,9500000,4,664,1.0,0.0,1.0
835,5,1400000,5000000,2,465,1.0,1.0,1.0
836,3,3500000,12000000,2,786,1.0,0.0,1.0
837,1,600000,2000000,10,326,1.0,1.0,0.0
838,0,4100000,10800000,16,399,0.0,0.0,0.0
839,2,5400000,11500000,6,841,1.0,0.0,1.0
840,2,2000000,6700000,14,638,1.0,0.0,1.0
841,4,3500000,8900000,4,478,1.0,1.0,0.0
842,0,8300000,30000000,4,600,1.0,1.0,1.0
843,0,6700000,15600000,16,768,1.0,1.0,1.0
844,0,1900000,6500000,10,523,0.0,0.0,0.0
845,2,6500000,20900000,14,327,1.0,1.0,0.0
846,1,600000,1800000,8,799,1.0,1.0,1.0
847,5,7000000,23000000,18,803,0.0,1.0,1.0
848,2,7700000,15400000,18,524,0.0,1.0,0.0
849,1,2600000,6600000,6,506,0.0,1.0,0.0
850,1,9200000,18800000,2,351,0.0,1.0,0.0
851,2,1800000,4200000,8,648,1.0,1.0,1.0
852,1,4900000,18500000,4,612,0.0,0.0,1.0
853,1,5700000,12400000,14,396,0.0,1.0,0.0
854,3,300000,800000,2,458,0.0,0.0,0.0
855,3,1700000,3400000,6,488,1.0,1.0,0.0
856,4,7000000,18900000,6,475,0.0,1.0,0.0
857,1,2200000,7000000,18,417,0.0,0.0,0.0
858,2,6800000,18700000,8,781,0.0,0.0,1.0
859,1,2400000,6200000,12,337,1.0,0.0,0.0
860,0,600000,1800000,12,511,1.0,0.0,0.0
861,4,6200000,17300000,6,837,0.0,1.0,1.0
862,1,7600000,24600000,12,810,0.0,0.0,1.0
863,2,4800000,10600000,8,588,0.0,0.0,1.0
864,5,4200000,9200000,12,870,0.0,1.0,1.0
865,0,7200000,20700000,10,733,1.0,0.0,1.0
866,5,6400000,20300000,16,348,1.0,0.0,0.0
867,0,8900000,23000000,12,741,1.0,0.0,1.0
868,3,5100000,14500000,12,306,0.0,0.0,0.0
869,2,6300000,19500000,18,428,1.0,1.0,0.0
870,3,6600000,22100000,4,455,0.0,1.0,1.0
871,1,4800000,14700000,2,356,1.0,0.0,1.0
872,0,200000,400000,4,594,0.0,1.0,1.0
873,0,7500000,25800000,18,844,1.0,0.0,1.0
874,4,9000000,34700000,4,771,0.0,1.0,1.0
875,2,5400000,12500000,4,622,0.0,1.0,1.0
876,1,1700000,4500000,20,480,1.0,0.0,0.0
877,4,4300000,11500000,20,337,0.0,1.0,0.0
878,1,5200000,11200000,6,698,0.0,1.0,1.0
879,4,4400000,17000000,18,302,0.0,0.0,0.0
880,1,3900000,7800000,14,349,1.0,0.0,0.0
881,0,1100000,3300000,10,482,0.0,1.0,0.0
882,2,2500000,8200000,10,429,0.0,1.0,0.0
883,4,500000,1300000,8,471,0.0,1.0,0.0
884,0,9000000,32400000,10,895,1.0,1.0,1.0
885,1,5100000,20300000,18,757,1.0,0.0,1.0
886,2,5200000,13500000,2,777,0.0,1.0,1.0
887,5,4400000,8900000,4,761,1.0,0.0,1.0
888,1,1900000,4200000,12,821,0.0,1.0,1.0
889,4,9200000,26500000,6,662,1.0,0.0,1.0
890,2,4800000,16500000,10,350,1.0,0.0,0.0
891,4,4900000,10700000,20,321,0.0,0.0,0.0
892,3,4800000,10100000,4,368,1.0,1.0,0.0
893,4,9300000,24900000,14,455,0.0,1.0,0.0
894,5,7500000,24600000,8,744,1.0,0.0,1.0
895,1,5900000,16800000,4,806,0.0,1.0,1.0
896,0,9400000,27900000,6,456,0.0,1.0,0.0
897,5,5300000,13400000,8,719,0.0,1.0,1.0
898,4,3700000,9000000,18,668,0.0,1.0,1.0
899,0,2500000,5800000,18,494,1.0,1.0,0.0
900,4,2800000,10800000,2,841,0.0,0.0,1.0
901,0,5400000,21400000,8,721,1.0,1.0,1.0
902,5,3100000,9400000,10,414,0.0,1.0,0.0
903,5,4800000,15500000,10,812,0.0,0.0,1.0
904,1,8800000,17500000,20,832,0.0,0.0,1.0
905,2,4100000,14900000,12,571,0.0,1.0,1.0
906,5,9700000,37000000,14,459,0.0,0.0,0.0
907,2,6400000,24100000,6,592,1.0,1.0,1.0
908,5,3400000,13100000,20,527,0.0,1.0,0.0
909,4,3500000,10200000,12,333,0.0,0.0,0.0
910,3,3200000,10000000,18,532,0.0,0.0,0.0
911,2,4900000,13100000,18,754,1.0,1.0,1.0
912,0,1300000,4800000,4,835,1.0,1.0,0.0
913,4,2500000,5400000,10,592,0.0,1.0,1.0
914,0,7500000,27300000,20,553,0.0,1.0,1.0
915,2,700000,2000000,8,806,0.0,1.0,1.0
916,4,8200000,28500000,2,378,1.0,1.0,1.0
917,1,6900000,26200000,4,534,0.0,0.0,1.0
918,1,1500000,5900000,16,400,1.0,0.0,0.0
919,3,6300000,18300000,18,543,0.0,1.0,0.0
920,0,8800000,25600000,10,715,1.0,0.0,1.0
921,4,8900000,20700000,6,684,1.0,1.0,1.0
922,3,2100000,6100000,8,346,1.0,0.0,0.0
923,1,9200000,29200000,6,669,1.0,1.0,1.0
924,2,3600000,8000000,12,566,0.0,0.0,1.0
925,0,8600000,23600000,2,361,1.0,0.0,0.0
926,5,3000000,8000000,6,333,0.0,1.0,0.0
927,3,5200000,16300000,8,335,1.0,0.0,0.0
928,3,7200000,20400000,10,558,1.0,1.0,1.0
929,1,4000000,15600000,12,436,1.0,0.0,0.0
930,1,2400000,5200000,2,371,0.0,0.0,0.0
931,2,5500000,18400000,10,515,1.0,0.0,0.0
932,0,9000000,24300000,10,599,1.0,0.0,1.0
933,0,7900000,24000000,20,728,1.0,0.0,1.0
934,2,6200000,21600000,20,679,1.0,0.0,1.0
935,3,7900000,29200000,4,399,1.0,1.0,1.0
936,3,1200000,4500000,6,819,0.0,0.0,1.0
937,1,4700000,11700000,6,308,0.0,1.0,0.0
938,5,5900000,15600000,2,730,1.0,1.0,1.0
939,4,1400000,5100000,14,312,1.0,0.0,0.0
940,3,4700000,12800000,16,740,1.0,0.0,1.0
941,5,7600000,20000000,10,522,1.0,1.0,0.0
942,4,7200000,16900000,4,702,0.0,1.0,1.0
943,4,1400000,4300000,16,447,1.0,0.0,0.0
944,5,1400000,2900000,4,829,0.0,1.0,1.0
945,2,7900000,18500000,18,727,0.0,1.0,1.0
946,5,7600000,18700000,14,509,1.0,0.0,0.0
947,3,9600000,34200000,2,745,1.0,1.0,1.0
948,1,2300000,6600000,18,513,0.0,0.0,0.0
949,2,8100000,18500000,6,372,0.0,0.0,0.0
950,2,300000,700000,4,411,1.0,1.0,0.0
951,4,4700000,10800000,20,495,0.0,1.0,0.0
952,5,1100000,2500000,4,827,0.0,0.0,1.0
953,4,8600000,25100000,6,820,0.0,0.0,1.0
954,5,8700000,28100000,10,660,1.0,1.0,1.0
955,0,2200000,8600000,4,563,0.0,0.0,1.0
956,1,500000,1400000,10,883,1.0,0.0,1.0
957,0,9100000,22000000,12,387,1.0,0.0,0.0
958,1,2200000,8700000,12,613,0.0,1.0,1.0
959,0,2200000,8000000,14,335,1.0,0.0,0.0
960,1,9600000,34500000,2,795,1.0,1.0,1.0
961,1,6500000,13900000,8,369,1.0,1.0,0.0
962,4,2400000,7400000,18,888,1.0,1.0,1.0
963,4,5500000,12300000,6,742,0.0,0.0,1.0
964,0,5000000,14400000,4,874,0.0,1.0,1.0
965,1,2700000,8100000,16,691,0.0,1.0,1.0
966,3,8500000,30300000,12,762,1.0,0.0,1.0
967,1,4400000,10700000,18,324,0.0,1.0,0.0
968,4,500000,1800000,20,777,0.0,0.0,1.0
969,0,8300000,21400000,2,662,0.0,1.0,1.0
970,2,6000000,13000000,12,462,1.0,0.0,0.0
971,3,4000000,10400000,14,609,1.0,0.0,1.0
972,5,4400000,11700000,20,590,1.0,1.0,1.0
973,3,4400000,15800000,18,779,1.0,1.0,1.0
974,2,1900000,5000000,14,641,1.0,1.0,1.0
975,0,5000000,18400000,12,752,1.0,1.0,1.0
976,0,8000000,23700000,10,305,0.0,1.0,0.0
977,4,8200000,20700000,10,546,0.0,0.0,0.0
978,2,7000000,24200000,8,833,0.0,1.0,1.0
979,2,2400000,8800000,18,421,0.0,0.0,0.0
980,5,6600000,18800000,4,639,0.0,1.0,1.0
981,3,3200000,6900000,20,735,0.0,1.0,1.0
982,0,2600000,5400000,2,377,1.0,0.0,0.0
983,3,6900000,15600000,20,310,0.0,0.0,0.0
984,4,4800000,14000000,2,695,0.0,1.0,1.0
985,1,300000,1200000,4,355,1.0,0.0,1.0
986,1,4300000,14100000,12,525,1.0,0.0,0.0
987,5,700000,2400000,20,330,0.0,0.0,0.0
988,5,9400000,25800000,14,625,0.0,1.0,1.0
989,3,800000,2900000,10,644,1.0,0.0,1.0
990,5,4400000,14900000,4,865,0.0,0.0,1.0
991,1,4700000,14800000,6,661,1.0,1.0,1.0
992,2,2300000,5000000,8,884,0.0,0.0,1.0
993,5,8500000,26700000,10,803,1.0,1.0,1.0
994,2,7600000,28300000,12,800,0.0,1.0,1.0
995,2,3200000,12600000,18,796,0.0,1.0,1.0
996,4,2400000,5000000,4,716,0.0,0.0,1.0
997,0,500000,1100000,18,479,1.0,1.0,0.0
998,3,8500000,28300000,2,810,1.0,0.0,1.0
999,0,8900000,20900000,18,568,1.0,1.0,1.0
